text,label
"@Ryanair This is all very well but the web site doesn’t let you claim refund, phone lines don’t answer, was on hold for 59 minutes before getting cut off, live chat is the same was in a queue for 2 hours and still no response. Ryanair need to sort this rather than taking our money.",negative
"RT @laird_kay: Big, bold, and beautiful! Graphic design gorgeous on the @etihadairways @airbus a380. Refined and stunning. #avgeek #design…",positive
@Nav_Dhadwal @JH_NE2 @mrjamesob Ryanair is recruiting thousands? Why?,neutral
RT @F4JOfficial: FLYING HIGH FOR DADS: Loving this #FathersDay story from @British_Airways where an ENTIRE flight was staffed with dads and…,positive
@excitingbiebs We're offering options to reuse your tickets and you can check them out here: https://t.co/kNkPUilgez,neutral
"@Swifttyy_ I mean you clearly don't understand a lot about things iPhone is overpriced garbage, it's like Ryanair you gotta pay extra for everything and usually there's android phones with features it takes iPhone 3 phones to actually get out 😂😂",negative
"@lufthansa My third post! Can anyone reply? My flight LHR-MUC-KIX on the 19th was cancelled and you have re-booked, without asking me, to the 20th!Need to change to the date I can travel or a full refund!Asked to contact the Service centre but can't get through at all!!!!",negative
"@British_Airways I'm travelling between the dates specified &amp;  was advised I could change my booking FREE OF CHARGE, option wasnt available online &amp; I requested voucher. Now I'm told no voucher but thanks for spending £416 for nothing! https://t.co/GJEANbKDsi",negative
German union: Lufthansa strike 'in coming days' https://t.co/kkfmFcBDpt #Companies https://t.co/eQQT8822Zi #129,negative
@TweetsOpenDoors @AmericanAir American Airlines...epic fail!!!!,negative
So Emirates you are not rerouting to avoid Iran airspace and won’t issue a refund and advice is to avoid to/from/within (surely over to!) Can you please explain why when other airlines are? @emirates @EmiratesSupport @FCOtravel @SingaporeAir @Qantas https://t.co/qYZ0Z30dk0,negative
Longest line at LAX and half the check in counters are empty. Good job @Qantas,negative
@afalk This is strange! Have the staff at the airport explained why you're waiting? Tom,neutral
"Cancelled flight from Edinburgh even though other planes leaving, new flight to the wrong airport, told no chance of reimbursement for the extra night here. Shambles. @British_Airways #butterbeard",negative
RT @Charcop1: Hi @UK_CAA I would like some advice. @easyJet declined compensation for a cancelled flight. They’ve said the knock on effect…,negative
"RT @NiamhoNiamh: My brother had cancer for 5 years. He lived in New York, and deteriorated in late July/Aug. So I booked a flight, for 26th…",negative
RT @SENAirTraffic: The @easyJet passengers boarding for #Alicante got an excellent view of the Vulcan yesterday during its taxi and runway…,positive
@manairport @British_Airways Goodness I couldn't even begin to imagine my 2020 wanderlust joy if I were to be lucky enough with this :),positive
RT @flyingless: @richardbranson @VirginAtlantic Can I just tag your tweet with #history. People in the future will study our current decade…,neutral
"@SDBrownWX Our airport team will hold your seats for as long as possible, but it's likely a misconnect will occur. The agents will help on arrival!",neutral
"RT @JS_Spotting: Throwing it back to 2013 for A6-EYH Etihad A330 departing Manchester to Abu Dhabi.

@EtihadAirways @manairport #Airbus #Av…",neutral
@guillaumelaffon @BritishAirwaysT @airfrance @Airbus @Boeing @SonyFrance @SonyAlpha Queen of the sky,positive
@VirginAtlantic first A350-1000 landing at @Gatwick_Airport this evening on its delivery flight from Toulouse! Definitely best looking A350 flying!😍🙌🏽 #avgeek #A350 @AirbusintheUK https://t.co/yXgBdME3Wm,positive
"@iamwill Will the next time a bad female flight attendant at Qantas mistreats me &amp; some male friends (it has happened multiple times) I'm going on twitter to call it out &amp; shame her as SEXIST rather than focus on her actions.

Wait...I would never stoop that low. Nice use of celebrity bro",negative
"@Ryanair
When I rent a car through you. And your flight is late due to late arrival (read bad planning on your side!). Why do I have to pay a penalty for being late to collect the car?",negative
"@igwedaboss @iSlimfit Ryanair?? Really???
🤣🤣🤣",negative
RT @OhBrokenBritain: Well? He’s being honest. Which religion has caused the bombing and murders in Britain? Terrorists will generally be Mu…,negative
"Fitness Model Kicked out of Qantas Lounge, Claims Gender Discrimination|https://t.co/qBdIqh59me https://t.co/55ZkrYKG7A",negative
RT @nksingal: #coronavirus scare - #Singapore Airport on 06th Feb 2020 @SingaporeAir @ChangiAirport   World is coming to Virtual halt due t…,negative
RT @RMMPhoto: @GatwickExpress So at the end we made it just in time because @easyJet and the security staff at @Gatwick_Airport where so he…,positive
@sav_sull We're really hoping we're able to reunite you!,positive
RT @luka7doncic: Never been treated so poorly before by an airline. Booked business travel for me and my family and @lufthansa will not hon…,negative
I'm at @Lufthansa Flight LH 231 in Rom https://t.co/3iNVVvrjqj,neutral
@ChiLottery What's going on? DM us your record locator if you need help.,neutral
"RT @hyunmoyang: Dear KLM @KLM 
Today, you made it quite clear that you discriminate against race. Using Corona Virus as an excuse. You owe…",negative
RT @amandapalmer: my family in its natural habitat. @British_Airways flight #1445 direct from edinburgh to london. i compose emails about a…,neutral
"RT @FocusTravelP: What a fun morning - @inntel_co_uk have been with @VirginAtlantic for their event at Eric Lanlard’s Cake Boy restaurant,…",positive
RT @Islam768: Also this guy was telling me to sit down as we are in the wrong and that my boy deserves to get man handled.  Let’s find out…,positive
"@AmericanAir @guavalicious .. @guavalicious just got the whole story. They were lying because the row behind us got “cut off” for heavy drinking and the FA-Dragon Queen made a ‘mistake’.  APPARENTLY, the FA’s should apologize to me and I should be compensated for their mistake AND dishonesty.",negative
@alexs_journey @KCIAirport @Delta @VirginAtlantic Safe travels and a Happy Christmas 🎅,positive
"RT @Islam768: I can’t believe my eyes right now, my boy was racially profiled and attacked on our flight on our way home ; there was a free…",negative
RT @WineDownWithKim: Imagine being mad a flight attendant is reading while strapped in her seat https://t.co/ajDdzeCOQ3,neutral
"@BixerRS @VirginAtlantic Actually, not met a single one of the staff on the ground before. But did recognize one Flight Attendant on the flight from before.",neutral
"@stephanietianaa @craftsbykatt @travelocity @AmericanAir most airlines are not refunding but are giving a credit to rebook later, waiving the change penalty. New online access
I don’t work for them but their partner Travelocity&amp; Expedia looking at massive over time, re allocating resources from other accounts and departments to help.",neutral
"@loughrey They’re still widely used by the likes of KLM, BA and Lufthansa. Beautiful aircraft 👍",positive
"Yesterday I was booked for a @AmericanAir flight from NY to Charlotte. After multiple delays and cancellations between 2 airports I NY I finally arrived to Charlotte almost 12 hours late. AA offered no hotel vouchers. Left me to sleep outside. 
@VirginAtlantic would have helped.",negative
@AFnewsroom @MigunaMiguna @airfrance Address him as Dr. you shameless &amp; political airline. You remember the same Kenyan authorities used a French company to steal presidential votes in the last general election. You continue aiding and abetting impunity on behalf of the so called Kenyan authorities. We shall revisit,negative
"@BtonGirlProbs @easyJet If they’re phone calls are recorded, you can request a copy of it under GDPR as a Subject Access Request and take it to the Ombudsman! Disgraceful behaviour!",negative
RT @manairport: In need of a post-Christmas holiday? ✈️ Then enter our #competition with @British_Airways for the chance to #win a pair of…,positive
"RT @Islam768: I can’t believe my eyes right now, my boy was racially profiled and attacked on our flight on our way home ; there was a free…",negative
"RT @spectatorindex: Best airline lounges for business class, 2018. 

1. Turkish Airlines
2. Qatar Airways
3. Virgin Atlantic
4. Qantas Airw…",positive
"RT @davidschneider: In these troubled times, we must all rally together for those companies who may not be able to scrape together a - *che…",negative
RT @SnowWhite7IAM: #FollowTheMoney leads to 300 people who have been at this a very long time... they are literally legally null &amp; void. Wh…,negative
@SingaporeAir I emailed PH_Feedback@singaporeair.com,neutral
@ThePrinceRafi 😂😂😂 man said Ryanair. These times ur hearing the wings rattle soon as it takes off,negative
"RT @AmicaAli: A little concerned that @AmericanAir didn’t feel this was a problem. 

Not sure about the rest of you, but I would surely con…",negative
@AJWynne95 @Ryanair Shut up you steamer you got them in the Ryanair €9.99 sale anyway 😂😂😂😂,negative
"""Lufthansa Group achieves an Adjusted EBIT of EUR 754 million in the second quarter"" https://t.co/lTg92Zph7Y",positive
@VirginAtlantic So what do we do now? Disney is closed.. 🤔,negative
@British_Airways Unable to cancel holiday online and recorded message via phone number given states unable to take call due to high call volume. Really poor customer service! #britishairways,negative
"@iMeyrick Hi Meyrick, great picture, and have a great flight tomorrow, thanks Steve",positive
"RT @BillOReilly: Way to go @Delta.  I will remember your kindness the next time I book a flight.  I hope you do, too. We the people should…",positive
"@MichaelEWebber We totally agree, Michael. Thanks for sharing this clip with us, looks fabulous! I hope we can welcome you on board again soon. Jo",positive
Qantas flies A380 nonstop from Australia to London https://t.co/wwP5Q0GlWV #Companies https://t.co/eQQT8822Zi #Qantas #flies #A380 #nonstop #from #Australia #to #London #  3,neutral
RT @Emilymoomoocow: @easyJet why am I  still waiting for a refund for a year ago today as you left me stranded in Amsterdam?! 🤔🤔,negative
@lufthansa My flight was on 13 dec from FRA to RUH and till now one of my luggage didn't come with me nor on a 2 later flights to RUH!!!!,negative
@British_Airways Im flying from bangkok in under 48 hours.. sent many DM.. no reply.. 2nd flight at heathrow to glasgow has been cancelled... please respond..,negative
@AtTheRaces @kevinblake2011 In Kevin we trust 🙏a plus tard b grand in windy Ryanair,positive
Ryanair #813/EI-DCL (B738) departed Edinburgh (EDI) at 08:14AM GMT enroute to Dublin Int'l (DUB) for an estimated arrival at 09:24AM GMT https://t.co/egAUMrENmk #flightaware,neutral
I’m tf dead,neutral
RT @yungbIudd: this is why straight people don't get to have a fucking pride parade https://t.co/ejGx6qS1cV,negative
@TomPodolec @KLM @KLMCanada @TorontoPearson Fixed and ready to go! https://t.co/iZhhxin3xn,positive
"@OhJoBails I'm really sorry to hear this, Joanna. Please keep an eye on here - https://t.co/vSqPvY7c9N for any updates on the status of your flight, and I'm sorry for any inconvenience this has caused you. Thanks, James",neutral
RT @MrSawyerr: I remember this terrible experience clearly. I was the Nigerian lawyer. https://t.co/UmI9HirZyi,negative
"RT @JetPhotos: A British Airways 747-100 pulling into the gate in Sydney with a Qantas 747 at the gate behind it, 1979. https://t.co/xQ3N0k…",neutral
"All low cost flight companies I know of allow for online rebooking/cancellation due to covid-19. It is incredible @lufthansa does not allow me to change a flight to Barcelona this week through their website because it is a ""economy light"" fare [Nevermind I am Senator]. A shame.",negative
"RT @ragarwal: @NavyaDua @PMOIndia @WHO @CISFHQrs Epidemic and death are huge equalizers. Because of the crisis, many are discovering how th…",neutral
RT @LdoubleE_87: @Sierra_A_Romeo @British_Airways Shockingly out of date for one of the worlds biggest airlines,negative
"RT @_Marinakaa: Ryanair ha cancelado muchísimos vuelos debido al COVID-19, y no está permitiendo realizar el REEMBOLSO del dinero, únicamen…",negative
"RT @DDavidVillamar: ""Un avión d KLM aterrizó en el Aeropuerto José Joaquín d Olmedo""
2 cosas al respecto:
A) Si alguien me decía q eso iba…",neutral
"25-50% descuento en Avios Iberia Express y Air Nostrum, 6.000 millas Lufthansa Miles&amp;More con National https://t.co/QcVZOw7RLv https://t.co/pM4x461mdt",neutral
@jlacort @uriondo Lo cuentan en https://t.co/3ZOcosVcCR,neutral
"RT @jairocalixto: Le hubiera pedido que invirtiera más en sus granja de bots y jeiters porque se ve que son de a tres por un peso, que no s…",negative
@lahistoriaec @PattyAviBoom Tenaz la burrada. Habla dr Iberia y bloquea a KLM,negative
RT @SpottersArg: Qantas volará entre Sydney y Santiago de Chile en los B787-9 Dreamliner. https://t.co/t9XLD4IDyz https://t.co/zLupGFMnLM,neutral
"RT @PeroniaRepublic: Lousteau: 
Desde la ""compra"" de Aerolíneas que hizo Kiciloff, llevamos pagado a hoy, más de lo que valen KLM y Air Fra…",neutral
RT @fernand82996215: Ayuda para que se haga justicia fui humillada y bajada de un vuelo de @AmericanAir por el supervisor Johnny N quien ac…,negative
RT @EzrabenYosef: @lfortiz09 @corblauior @galvanochoa @lufthansa Fué en el sexenio de Calderón y en específico en 2009 cuando se ofrecieron…,neutral
"RT @EssentiaIBoy: Ryanair hace descuento por grupo, si todos nos vamos de España a la vez nos sale tirado de precio el avión, quien se apun…",neutral
No sé porque me da que no sale @lufthansa https://t.co/OmZUOFfTyp,neutral
"RT @A3Noticias: Una pasajera denuncia que su asiento en EasyJet no tenía respaldo
 https://t.co/4Jj2udv1DO",negative
"@Armada_CarlosG Qué pasa? Te enseñaron esta semana la palabrita? Jejejeje qué machote. Un tipo de izquierdas que después de un siglo de dejar el mundo lleno de mierda y alumbrar los regímenes facistas y neonazis de Europa, sale a dar lecciones de modernidad? Te hace falta mas Ryanair amigo.",negative
@LuisMoliner13 @British_Airways Y donde pone eso?,neutral
RT @eluniversocom: Multan con 229 millones de dólares a  @British_Airways. ► https://t.co/Txy6GoHjIc https://t.co/SJgLz4Lej5,negative
"RT @ElMicho21512577: El boleto de México a Alemania en  primera clase de lufthansa cuesta de 286 mil a 177 mil pesos.

En la carta donde @F…",neutral
RT @sepla_pilotos: Los pilotos de #Ryanair y nuestros compañeros TCP nos hemos concentrado hoy en Barajas para pedir la intervención de @fo…,neutral
"RT @FinanzasEc: #VamosPorElFuturoEc 

Noticias positivas de la semana en #6en60👏

Nuestro país fue aceptado como miembro en la @OECD_Centre…",positive
"RT @EloySome: La gente que se queja de compañías como Ryanair, cuando han pagado por el billete como 10 euros??? Q esperabais, champagne al…",neutral
"RT @GiletsJaunesGo: 🔴 Le Spaf, syndicat de pilotes, et le SNGAF, syndicat d’hôtesses et stewards, appellent les personnels navigants d’#Air…",neutral
"Au fait, je ne vous avez pas dit mais suite à mon dernier voyage au Japon, j'ai changé de statut.
C'est la première fois pour moi 😁☺️
Impatient de prendre un prochain vol avec @airfrance ou @KLM pour tester les nouvelles goodies https://t.co/BYWXgUKZNg",positive
RT @pirmax: Oledcomm annonce l’intégration du LiFi dans les avions 🏷️ #GroupeLatécoère #ConnectivitéÉcologique #Lumière #AirFrance #Aéronau…,neutral
"RT @LCI: Discrimination à l'embauche : 

7 entreprises françaises épinglées comme étant les plus discriminantes parmi lesquelles #AirFrance…",negative
"@FlyingBrussels @davanac @thalys_fr @Ryanair @photogalerie1 Du ""service clients"" #BrusselsAirlines, deux messages reçus, identiques, dont le second à...  04h35. Juste la signature est différente. Automatisés ? mais non... https://t.co/11lXPz1usZ",negative
178 passagers d'un vol Ryanair passent la nuit dans le hall d'un aéroport https://t.co/Uey2Mc9DCE,negative
"RT @AnneRigail: Le premier vol Cargo #AirFrance chargé de matériel médical vient d’arriver !

Equipages, personnels au sol, Cargo, Maintena…",positive
@Ageficom @Ryanair @easyJet @British_Airways Ils réduisent mais ne remboursent pas ces charognes,negative
"@Pferre29 Bonjour ! En message privé, svp ;)",neutral
RT @jaerem: Pour ceux qui prétendaient que la grève augmenterait les émissions de GES 😏 https://t.co/TTfzPPNVDe,neutral
"RT @le_Parisien: Pour le patron de Ryanair, les terroristes sont «généralement musulmans» https://t.co/JDCPZO0qvE",negative
"/// Avec 3 avions basés à @aeroportmp et 47 lignes en 2019, la low-cost irlandaise vise les 2,6 millions de clients par an à #Marseille soit une hausse d’activité de +38%.

#avition #airport #airlines #business #voyage #Provence #France #avgeks https://t.co/cQhjtnNu4E",positive
"RT @AFnewsroom: Coffret #LaPremière, enveloppe Business, berlingot Premium Economy ou trousse kids, les trousses de confort d’#AirFrance s’…",positive
RT @vinala69: Ptdrrrr EasyJet c'est ghetto a mort. La pendant le décollage tu dois contracter tes abdos genre ??? 😭😭😭 https://t.co/xh9xXRQ8…,negative
Mais ne serait ce pas un virus anti capitalisme!!!!!!,negative
Il va en falloir des agents de sécurité 😪 https://t.co/7JuaOFVOwh,negative
RT @lufthansa: De quels moments vous souviendrez-vous dans 20 ans ? https://t.co/dTaDHYsCdk,neutral
"RT @nepal75e: KLM, Grand Master Splinter, Népal, membre de 2Fingz, co-fondateur de la 75e Session, rappeur, producteur compositeur, graphis…",neutral
"Ryanair va devoir rembourser 8,5 millions d'euros d'aides publiques françaises https://t.co/nPDjIFBnl7 https://t.co/rLGUTb1wFV",negative
"Le groupe LUFTHANSA indique avoir transporté plus de 145 millions de passagers en 2019, un nombre en augmentation de 2,3% - 107 millions ont voyagé sur les lignes des compagnies ... @AFnewsroom @lufthansa",positive
"RT @SPIEGELONLINE: Arbeitsgerichte hatten die #Streiks des #Lufthansa-Caterers LSG untersagt. Weil die Entscheidungen so spät fielen, müsse…",negative
Ryanair-Chef fordert strengere Checks für muslimische Männer https://t.co/p9fxIXfWIi,negative
"Lufthansa sagt wegen Streiks 1300 Flüge ab

https://t.co/rQIfOFpjjM",negative
"@CEO_AviRate @flugexperte Genau, Zitat aus dem Artikel: ""Wegen der weltweit zusammengebrochenen Nachfrage in der Corona-Krise parkt [Lufthansa ihre A380] auf unbestimmte Zeit an den Drehkreuzen Frankfurt und München""
Ich weiß nicht was an der Angabe ""Ende April"" von Lufthansa so schwer zu verstehen ist...",negative
RT @JetPhotos: A Lufthansa A340 departing Munich. https://t.co/KzoMqvmdTC © Maik Voigt https://t.co/TbKUjH2kbX,neutral
Von Discover auf Google https://t.co/qhCTRUxJsE,neutral
RT @ANiklaus4: Weitere #Streiks bei der Lufthansa geplant https://t.co/xOcLDyEYIY,negative
"Hallo @lufthansa eine dringende Frage, werden HIV positive Menschen in der deutschen Luftfahrt diskriminiert? Hallo @Aidshilfe_de wie kann es sein, dass es in Europa nur einen Pilot mit HIV gibt? Wir alle haben das Recht unsere Träume zu erfüllen auch in der Luft.",negative
RT @SawsanChebli: Hier fordert Ryanair-Chef zusätzliche Sicherheitskontrollen für muslimische Männer. Wer’s nicht verstanden hat: DAS ist a…,negative
"Zugleich gibt es etwas Hoffnung auf ein Ende des Tarifkonflikts für die rund 21.000 #Lufthansa-Flugbegleiter. #Streik #Luftfahrt
https://t.co/2MESC6DPSg",positive
RT @ZDFheute: Der Konkurrenzkampf bei den Billigfliegern ist hart. Die britische Fluggesellschaft #Easyjet will nun bei Kunden damit punkte…,negative
"Wtf das geht nicht klar und dann noch 10 euro für seiten du schneidest 5 minuten.
Ich sollte dir 5 euro dafür geben.
Ryanair billigflug 8 euro, verrückte welt.
Man kann zum mond fliegen, aber kann immernoch nicht dafür dorgen das keine Haare nach friseur in deinen nacken kommen",negative
"RT @PeterGeissler1: #LSYou ist das Format von @lufthansa Systems, um ein aktives Community Management bei der #Office365 Einführung erfolgr…",positive
RT @airportnue: Mehr als ein Drittel des #Ryanair-Flugangebots bleibt für den #Sommer 2020 bestehen. Diese Ziele bleiben weiterhin im Flugp…,positive
"Panikmache in den Medien: 
""An Bord einer Lufthansa-Maschine hat es einen #Corona-Verdachtsfall gegeben. [...] Der Chinese soll gehustet haben und zwei Wochen zuvor in der Stadt Wuhan gewesen sein...""",negative
"OE-LQC, EasyJet, Airbus A319-111, cn 3788 https://t.co/qGhbf7Ni8u https://t.co/vgm41si2P9",neutral
"@ZDFheute @lufthansa #FlattenTheCurb und #StayAtHome geht nur mit #FreezUp weiter Teile der Wirtschaft und funktioniert nur mit #CashInjection und #OhneBürokratie - Schluss mit Anträgen und Verwaltung.
#CashInjection ""ist alternativlos"" - warum dauert es so lange, bis eine Entscheidung getroffen wird https://t.co/8ay8Rzow8Z",negative
RT @airliners_de: Ryanair wappnet sich mit neuem Geschäftsmodell für die Zukunft https://t.co/BG6NfQLvFD,neutral
"@joseflentsch @lufthansa ja, einfach nur eine Info würde genügen!",neutral
Fluggesellschaft KLM streicht bis zu 2.000 Jobs https://t.co/zgnsPHhe8S,negative
"@ytekedejong @UN @dft @telegraaf @Schiphol @KLM Aha, maar toch goed om het niet aan de grillen van Boris te laten afhangen",positive
"RT @markduursma: Campagne voor ‘verantwoord vliegen’ van @KLM trekt in buitenland meer aandacht dan hier.

https://t.co/FVXrM5X0jw",positive
"RT @judithkeessen: Aan overstappers verdient @Schiphol nagenoeg niets, maar zij voelen uiteraard de @KLM in hun nek hijgen. Who's the boss?…",neutral
RT @DutchFlyGuys: SALE bij KLM! Bonaire €478 https://t.co/vpKLgkxebj https://t.co/4tUj2wvbSi,positive
"Kijk,@tonfvandijk, hij is gevonden. 
https://t.co/9EXH7kn84y",neutral
RT @RedGelderland: Sinds wanneer heeft #KLM enige boodschap aan de volksgezondheid? https://t.co/j9vaBJX5SZ,neutral
RT @WimLiesker: Zie ik dit nu verkeerd of zien we hier een minister in een reclamespot? https://t.co/vP20Y5WxhX,neutral
RT @KLM_press: Corendon en KLM tekenen overeenkomst voor een kwart miljoen vliegtuigstoelen naar Curaçao https://t.co/wd0CsjJc1x,positive
"RT @Haagland1: Eerst vermoedde ik, dat het een mongool was met 70 volgers. Blijkt het deze linkse mafketel te zijn met 2K volgers, die ook…",negative
"RT @Haagland1: Eerst vermoedde ik, dat het een mongool was met 70 volgers. Blijkt het deze linkse mafketel te zijn met 2K volgers, die ook…",negative
@KLM ga ik vandaag nog een nieuw WW krijgen? Ik kan nog steeds niet inloggen. Probeer het al sinds 07:00 uur. Terwijl dit in 15 min beantwoord had kunnen worden.,negative
RT @RTLnieuws: Ryanair-baas O'Leary ligt onder vuur na zijn opmerking dat moslimmannen strenger moeten worden gecontroleerd omdat 'daar het…,negative
"'KLM-crew ervaart 'onacceptabele restricties' in het buitenland': AMSTERDAM (AFN) - Personeel van KLM dat wordt ingezet op repatriëringsvluchten naar bijvoorbeeld Paramaribo, Singapore of Bonaire is niet blij met de ""onacceptabele restricties"" die voor… https://t.co/ehJtUWVBG4",negative
RT @addyrutgers: Bijna een jaar later weer actueel .. na de dubieuze aankoop van aandelen door @WBHoekstra namens het fossiele partijkartel…,negative
RT @Donerd: @lorelei3112 @Bartissimus @MinVWS @hugodejonge @PaulBlokhuis @KLM Niet alleen dat.. maar als de dieren het doen is het ineens g…,neutral
RT @dekoran1: KLM groeit tot 35 miljoen passagiers op overvol Schiphol  https://t.co/d6TYObx3M6  @lidwieneik_boom,negative
RT @voedingscentrum: #WorldBreastfeedingWeek2019 is van start. Dat het nodig is aandacht te vragen voor een borstvoedingsvriendelijke omgev…,positive
RT @NOS: KLM schort nu alle vluchten naar China op om coronavirus https://t.co/8i3tTQ608Z,negative
"@deGruyterJoy @KLM Verschrikkelijke maatschappij, echt waar! Eerste en laatste keer dat wij die hebben genomen... 🤬",negative
RT @lenn2art: @SchipholMonitor @SchipholWatch @KLM Verschrikkelijk gewoon! Zo vele hoge 80-decibel en zelfs tot 97dB!!! Onmenselijke situat…,negative
"RT @lucianocapone: ""Tagliamo la mangiatoia e gli sprechi del 30%, partnership con Air France e Lufthansa. Così la rilanciamo, non abbiamo b…",positive
"https://t.co/ycH8dElDQ7, https://t.co/xg5QA6YuOI,https://t.co/i8yXtxgPoe,https://t.co/5QTDSL8oBT,https://t.co/aPxOCraKnI
IN QUESTI GIORNI HO IL VOLO GIRONA-OLANDA E RYANAIR NEANCHE RISPONDE O DA LA POSSIBILITÁ DI CHIEDERE IL RIMBORSO,ANCHESE IL GOVERNO SPAGNOLO OBBLIGA NON USCIRE",negative
"RT @SkyTG24: Ryanair, sciopero estivo: il 22 e 23 agosto e dal 2 al 4 settembre https://t.co/A3J9FDLujm",neutral
ma pensate andare in viaggio con ryanair e trovarsi jacob dudman seduto davanti/ dietro/ vicino,neutral
"Volo in ritardo di 2 ore 55'?

il passeggero può essere risarcito, visto che si deve vedere la apertura effettiva dei portelloni.

GREGORIO ASFALTATA RYANAIR

(E non dire che non sono bravo) —  pieno di gioia presso Avvocato Luca Viapiano Bologna https://t.co/zcqE4w8sVn",negative
"RT @carloalberto: Me-ra-vi-glio-so.

I governi italiani hanno speso più soldi per Alitalia di quanto servirebbe oggi per comprare Lufthansa…",negative
"RT @tweetnewsit: Atterraggio d'emergenza per un volo #Ryanair, molti passeggeri urlavano e piangevano. Panico a bordo, dopo che il fumo ha…",negative
"Assunzioni nel gruppo #Lufthansa
#27settembre

https://t.co/Pwzwq4tTQ9",neutral
RT @DelMoroMassimo1: Prima delle elezioni del 2008 #Prodi era riuscito a vendere #Alitalia ai francesi di #AirFrance . #berlusconi tirò fuo…,neutral
RT @martaph01: succede quando voli con Ryanair https://t.co/7ederycSo7,neutral
RT @_DAGOSPIA_: FIGLI DI TROLLEY! RYANAIR AUMENTA DI NUOVO IL COSTO DEL BAGAGLIO A MANO https://t.co/zwMjav6rrL https://t.co/akbWQztLac,negative
"RT @carloalberto: Me-ra-vi-glio-so.

I governi italiani hanno speso più soldi per Alitalia di quanto servirebbe oggi per comprare Lufthansa…",negative
RT @Geopoliticainfo: 🇮🇹#Ryanair ha cancellato tutti i voli internazionali da e per l'#Italia fino al 9 aprile a partire da sabato,negative
"RT @Ryanair_IT: Il regalo perfetto per #SanValentino?💘 Un voucher Ryanair! 🥰

Ne mettiamo in palio uno, dal valore di 100€ 🎁

Per partecipa…",positive
"RT @lorenzodalai: Berlusconi dice che la vicenda #Alitalia è stata, fino ad ora, gestita male. Certamente i #5stelle hanno fatto un casino.…",negative
"ok, adesso serve solo tracciare tutti gli Easyjet Nizza-Caselle.
#DeLigt",negative
"Aeroporto di Belgrado, allarme bomba in aereo Lufthansa https://t.co/I3Qnk48jbk",negative
"Alitalia, ecco le condizioni di Lufthansa https://t.co/9BfdCwd68V",neutral
"@AlatiGiulio @FPanunzi @GFI65 @ugoarrigo @CarloCalenda @Alitalia @Ryanair @KonradMizzi Da 20 anni @Ryanair cerca di aprire un canale di comunicazione con i governi italiani. E 20 anni che i nostri governi gli rispondono picche. Non è solo @CarloCalenda il problema, i nostri non comprendono come va il mondo, nemmeno @DaniloToninelli ha mai risposto, @KonradMizzi sì.",negative
